ID Dataset;Area del Conocimiento;Categoría;Red Institucional;Tipo de Lugar de Trabajo;Provincia laboral;Rango de Edad;Género
2020-00753;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-00770;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01037;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01040;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01052;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01038;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01119;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01179;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01181;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01189;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01227;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01223;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01252;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01626;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-01691;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01817;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-01832;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-02197;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;50 a 59;Mujeres
2020-00129;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-00230;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-00386;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;60 años y más;Mujeres
2020-00691;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-00748;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;60 años y más;Mujeres
2020-01112;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-01372;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;40 a 49;Mujeres
2020-01757;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;60 años y más;Mujeres
2020-01934;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-03399;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;40 a 49;Mujeres
2020-00262;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;60 años y más;Mujeres
2020-00031;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;60 años y más;Mujeres
2020-00150;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;50 a 59;Mujeres
2020-00542;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;50 a 59;Mujeres
2020-00764;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;60 años y más;Mujeres
2020-00886;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;60 años y más;Mujeres
2020-01054;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;50 a 59;Mujeres
2020-01272;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;50 a 59;Mujeres
2020-01273;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;50 a 59;Mujeres
2020-00260;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;60 años y más;Mujeres
2020-00025;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;60 años y más;Mujeres
2020-00038;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;60 años y más;Mujeres
2020-00188;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;60 años y más;Mujeres
2020-00641;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;60 años y más;Mujeres
2020-00912;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;50 a 59;Mujeres
2020-01110;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;50 a 59;Mujeres
2020-01354;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;50 a 59;Mujeres
2020-01602;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Mujeres
2020-00535;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;60 años y más;Mujeres
2020-01277;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;60 años y más;Mujeres
2020-04660;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;50 a 59;Mujeres
2020-01546;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;50 a 59;Mujeres
2020-01954;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;50 a 59;Mujeres
2020-01996;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Chubut;50 a 59;Mujeres
2020-01167;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;60 años y más;Mujeres
2020-01535;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;50 a 59;Mujeres
2020-00032;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Salta;50 a 59;Mujeres
2020-02229;KB - Ciencias Biológicas y de la Salud;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tierra del Fuego;40 a 49;Mujeres
2020-00140;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-00182;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-00236;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-00368;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-00490;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-00502;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-00572;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-00760;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-00867;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01030;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01333;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;60 años y más;Mujeres
2020-01338;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-01368;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Buenos Aires;50 a 59;Mujeres
2020-00084;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;60 años y más;Mujeres
2020-00457;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;60 años y más;Mujeres
2020-00673;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-00792;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-01178;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-02014;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-02119;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;50 a 59;Mujeres
2020-02099;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Buenos Aires;40 a 49;Mujeres
2020-01857;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Buenos Aires;60 años y más;Mujeres
2020-00033;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-00051;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00060;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-00160;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-00240;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00263;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-00258;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00361;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00400;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00426;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00439;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00449;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00520;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00629;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-01221;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-01381;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-01394;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;50 a 59;Mujeres
2020-02143;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;40 a 49;Mujeres
2020-05164;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Capital Federal;60 años y más;Mujeres
2020-00156;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Capital Federal;60 años y más;Mujeres
2020-02217;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Capital Federal;60 años y más;Mujeres
2020-05076;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Capital Federal;60 años y más;Mujeres
2020-03833;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Privada;Capital Federal;60 años y más;Mujeres
2020-00185;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-00235;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-00247;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-00362;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-00759;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-00745;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01170;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-01241;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-01301;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01476;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-01496;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-01520;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;50 a 59;Mujeres
2020-02662;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;60 años y más;Mujeres
2020-00132;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;50 a 59;Mujeres
2020-00628;KE - Ciencias Exactas y Naturales;Inv. Principal;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;60 años y más;Mujeres
2020-00030;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-00153;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;50 a 59;Mujeres
2020-00771;KE - Ciencias Exactas y Naturales;Inv. Principal;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;60 años y más;Mujeres
